name,imgSrc,categories,dealType,digitalCoupon,isSelected
Publix Assorted Pork Loin Chops,/images/publix_assorted_pork_loin_chops.jpg,Meat,BOGO,,false
Nature's Own Butterbread,/images/natures_own_butterbread.jpg,Grocery,BOGO,,false
Simply Organic Spices or Extracts,/images/simply_organic_spices_or_extracts.jpg,Grocery,BOGO,,false
Progresso Broth,/images/progresso_broth.jpg,Grocery,BOGO,,false
General Mills Cheerios Cereal,/images/general_mills_cheerios_cereal.jpg,Grocery,BOGO,Save $1.00 with digital coupon,false
Thomas' Bagels,/images/thomas_bagels.jpg,Grocery,BOGO,,false
Bertolli Olive Oil,/images/bertolli_olive_oil.jpg,Grocery,BOGO,,false
Prego Italian Sauce,/images/prego_italian_sauce.jpg,Grocery,BOGO,,false
Ken's Steak House Dressing,/images/kens_steak_house_dressing.jpg,Grocery,BOGO,,false
Mott's Juice,/images/motts_juice.jpg,Grocery,BOGO,,false
Rummo Pasta,/images/rummo_pasta.jpg,Grocery,BOGO,,false
Planters Deluxe Salted Mixed Nuts,/images/planters_deluxe_salted_mixed_nuts.jpg,Grocery,BOGO,,false
Ritz Cracker Sandwiches,/images/ritz_cracker_sandwiches.jpg,Grocery,BOGO,,false
Utz Potato Chips,/images/utz_potato_chips.jpg,Grocery,BOGO,,false
Russell Stover Sugar Free Candy,/images/russell_stover_sugar_free_candy.jpg,Grocery,BOGO,,false
Frito Lay Simply Snacks,/images/frito_lay_simply_snacks.jpg,Grocery,BOGO,,false
Red Baron Pizza,/images/red_baron_pizza.jpg,Protein|Frozen Food,BOGO,,false
Marie Callender's Pie,/images/marie_callenders_pie.jpg,Frozen Food,BOGO,,false
Cabot Sweet Cream Butter,/images/cabot_sweet_cream_butter.jpg,Dairy,BOGO,,false
Fage Sour Cream,/images/fage_sour_cream.jpg,Dairy,BOGO,,false
Zatarain's New Orleans Style Entrees,/images/zatarains_new_orleans_style_entrees.jpg,Protein|Frozen Food,BOGO,,false
Natural Bliss Coffee Creamer,/images/natural_bliss_coffee_creamer.jpg,Dairy,BOGO,Save $1.00 with digital coupon,false
Talenti Gelato,/images/talenti_gelato.jpg,Frozen Food,BOGO,,false
Tillamook Ice Cream,/images/tillamook_ice_cream.jpg,Frozen Food,BOGO,,false
Marie Callender's Pot Pie,/images/marie_callenders_pot_pie.jpg,Protein|Frozen Food,BOGO,,false
1st Phorm Level-1 Protein Bar,/images/1st_phorm_level1_protein_bar.jpg,Protein|Health & Nutrition,BOGO,,false
Raw Sugar Shampoo or Conditioner,/images/raw_sugar_shampoo_or_conditioner.jpg,Beauty & Personal Care,BOGO,,false
Nature Made Dietary Supplements,/images/nature_made_dietary_supplements.jpg,Health & Nutrition,BOGO,,false
All Laundry Detergent,/images/all_laundry_detergent.jpg,Non-Foods,BOGO,,false
Hanes Undergarments,/images/hanes_undergarments.jpg,Non-Foods,BOGO,,false
Water Wipes Baby Wipes,/images/water_wipes_baby_wipes.jpg,Baby,BOGO,,false
EZ Foil All Purpose Pans,/images/ez_foil_all_purpose_pans.jpg,Housewares,BOGO,,false
Purina Cat Chow Cat Food,/images/purina_cat_chow_cat_food.jpg,,BOGO,,false
Earth's Best Organic Baby Food,/images/earths_best_organic_baby_food.jpg,Baby,BOGO,,false
Good 'n' Fun Gourmet Dog Treats,/images/good_n_fun_gourmet_dog_treats.jpg,,BOGO,,false
Chomps Chomplings Meat Sticks,/images/chomps_chomplings_meat_sticks.jpg,Dairy,BOGO,,false
Pilot Acroball Ball Point Pen,/images/pilot_acroball_ball_point_pen.jpg,Non-Foods,BOGO,,false
Kryssos Flatbread Crackers,/images/kryssos_flatbread_crackers.jpg,Deli,BOGO,,false
Ammerlander Cheese,/images/ammerlander_cheese.jpg,Deli,BOGO,,false
Velveeta Shells & Cheese,/images/velveeta_shells_cheese.jpg,Grocery,BOGO,,false
Sharpie Permanent Markers,/images/sharpie_permanent_markers.jpg,Non-Foods,BOGO,,false
Tyson Breaded Chicken,/images/tyson_breaded_chicken.jpg,Protein|Frozen Food,BOGO,,false
Glad Flex'N Seal Zipper Bags,/images/glad_flexn_seal_zipper_bags.jpg,Non-Foods,BOGO,,false
Publix Tea or Lemonade,/images/publix_tea_or_lemonade.jpg,Deli,BOGO,,false
Lysol Disinfectant Spray,/images/lysol_disinfectant_spray.jpg,Non-Foods,BOGO,,false
Pure Life Purified Water,/images/pure_life_purified_water.jpg,Grocery,BOGO,,false
Kleenex Facial Tissues,/images/kleenex_facial_tissues.jpg,Non-Foods,BOGO,,false
Nature Valley Crunchy Granola Bars,/images/nature_valley_crunchy_granola_bars.jpg,Grocery,BOGO,Save $0.50 with digital coupon,false
Sharpie Highlighters,/images/sharpie_highlighters.jpg,Non-Foods,BOGO,,false
Nabisco Cookies or Crackers,/images/nabisco_cookies_or_crackers.jpg,Grocery,BOGO,,false
Cra-Z-Art Crayons,/images/crazart_crayons.jpg,Non-Foods,BOGO,,false
Pilot G2 Premium Gel Roller Pens,/images/pilot_g2_premium_gel_roller_pens.jpg,Non-Foods,BOGO,,false
Pepperidge Farm Goldfish Baked Snack Crackers,/images/pepperidge_farm_goldfish_baked_snack_crackers.jpg,Grocery,BOGO,,false
Top Flight 1 Subject Notebook,/images/top_flight_1_subject_notebook.jpg,Non-Foods,BOGO,,false
Betty Crocker Fruit Snacks,/images/betty_crocker_fruit_snacks.jpg,Grocery,BOGO,Save $0.50 with digital coupon,false
Herdez Entrees,/images/herdez_entrees.jpg,Protein|Meat,BOGO,,false
