name,imgSrc,category,isSelected
Springer Mountain Farms Chicken Breasts,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_01_Feature_011_84288_253471.jpg,italian,false
Publix Tea or Lemonade,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_01_Feature_02_99993_253521.jpg,italian,false
French's Mustard,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_01_Feature_06_10996_253771.jpg,italian,false
Swanson Broth,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_10_Feature_07_5062_259755.jpg,italian,false
Sara Lee Honey Wheat Bread,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_10_Feature_03_135921_259405.jpg,italian,false
Bisquick Pancake & Baking Mix,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Bisquick_Pancake_Baking_Mix.jpg,italian,false
Maxwell House Ground Coffee,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Maxwell_House_Ground_Coffee.jpg,italian,false
Duke's Mayonnaise,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_10_Feature_06_3776_259655.jpg,italian,false
Welch's Juice,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_10_Feature_05_876948_259555.jpg,italian,false
Quaker Life Cereal,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Quaker_Life_Cereal.jpg,italian,false
Tuttorosso Tomatoes,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Tuttorosso_Tomatoes.jpg,italian,false
Hershey's Nuggets Chocolate,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_11_Feature_03_26420_260551.jpg,italian,false
Bodyarmor Sports Drink,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_11_Feature_08_230645_260901.jpg,italian,false
Lay's Potato Chips,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_11_Feature_04_825010_260601.jpg,italian,false
Cape Cod Kettle Cooked Potato Chips,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Cape_Cod_Kettle_Cooked_Potato_Chips.jpg,italian,false
Topo Chico Sabores Flavored Sparkling Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_11_Feature_06_298743_260751.jpg,italian,false
Zephyrhills Spring Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_11_Feature_02_824510_260451.jpg,italian,false
Hagen-Dazs Ice Cream,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Haagen_Dazs_Ice_Cream.jpg,italian,false
Yasso Frozen Greek Yogurt,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Yasso_Frozen_Greek_Yogurt.jpg,italian,false
Gorton's Fish Fillets or Sticks,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Gortons_Fish_Fillets_or_Sticks.jpg,italian,false
Newman's Own Pizza,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_12_Feature_06_732317_262001.jpg,italian,false
Birds Eye Vegetables,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Birds_Eye_Vegetables.jpg,italian,false
Nellie's Free Range Large Eggs,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Nellies_Free_Range_Large_Eggs.jpg,italian,false
Halo Top Ice Cream,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Halo_Top_Ice_Cream.jpg,italian,false
Colgate Optic White Toothpaste,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_13_Feature_05_289266_263249.jpg,italian,false
Purex Laundry Detergent,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_14_Feature_07_128635_264199.jpg,italian,false
Chinet Classic White Dinner Plates,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_14_Feature_04_323564_263899.jpg,italian,false
Palmolive Ultra Dish Liquid,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_14_Feature_08_229501_264299.jpg,italian,false
Quilted Northern Bathroom Tissue,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_14_Feature_01_267347_263599.jpg,italian,false
Huggies Diapers,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_15_Feature_07_166110_265049.jpg,italian,false
Handi-foil Pans With Lids,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_15_Feature_05_254961_264949.jpg,italian,false
I and Love and You Dog Food,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_I_and_Love_and_You_Dog_Food_4_lb_bag.jpg,italian,false
Hartz Delectables Tasty Cat Treat,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_a1_Hartz_Delectables_Tasty_Cat_Treat.jpg,italian,false
Beech-Nut Baby Food,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_15_Feature_06_283057_264999.jpg,italian,false
Iams Proactive Health Dog Food,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Page_15_Feature_02_192847_264699.jpg,italian,false
Mt. Olive Pickles,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_01-1_Feature_05_5179_251309.jpg,italian,false
Glacau Smartwater,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_13_822178_253308.jpg,italian,false
Second Nature Trail Mix,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_04_948513_252858.jpg,italian,false
Weber Seasoning,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_01-1_Feature_07_141248_251409.jpg,italian,false
Archer Meat Sticks,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_07_336308_253008.jpg,italian,false
Glad Freezer or Storage Bags,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_01-1_Feature_15_855526_251809.jpg,italian,false
Entenmann's Donuts,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_06_303626_252958.jpg,italian,false
Blue Diamond Almonds,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_01_127223_252708.jpg,italian,false
Smithfield Bacon,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_01-1_Feature_04_74033_251259.jpg,italian,false
Chex Mix Snack,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_05_19128_252908.jpg,italian,false
Mott's Applesauce,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_12_200813_253258.jpg,italian,false
Hellmann's Mayonnaise,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_01-1_Feature_06_3813_251359.jpg,italian,false
Hillshire Farm Smoked Sausage,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_01-1_Feature_09_784115_251509.jpg,italian,false
Bubly Sparkling Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260514_Flex_Area_08-1_Feature_03_265778_252808.jpg,italian,false
