name,imgSrc,category,isSelected
Muffins,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_10_Feature_07_274929_258270.jpg,italian,false
Sabra Hummus,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Sabra_Hummus.jpg,italian,false
Castello Cheese,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Castello_Cheese.jpg,italian,false
Publix Buffalo-Style Chicken Breast Dip,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_11_Feature_03_954411_258770.jpg,italian,false
Reser's Salads,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_11_Feature_07_324263_259020.jpg,italian,false
Snack Factory Pretzel Crisps,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_11_Feature_011_927598_UL_258371_PackageShot.jpg,italian,false
"Gorton's Fish Fillets, Sticks, or Tenders",https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Gortons_Fish_Fillets_Sticks_or_Tenders.jpg,italian,false
Celentano Pasta,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Celentano_Pasta.jpg,italian,false
Birds Eye Vegetables,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Birds_Eye_Vegetables.jpg,italian,false
Talenti Gelato,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_a2_talenti_caramelcookiegelato_16oz.jpg,italian,false
Yasso Frozen Greek Yogurt,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_13_Feature_06_336706_260320.jpg,italian,false
Pillsbury Crescents,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Pillsbury_Crescents.jpg,italian,false
Sargento Shredded Cheese,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_13_Feature_02_71048_259920.jpg,italian,false
Chobani Greek Yogurt,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_13_Feature_05_273072_260220.jpg,italian,false
Land O Lakes Sweet Cream Butter,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_ai1_Land_O_Lakes_Sweet_Cream_Butter.jpg,italian,false
Cabot Cheese Bar,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260326_Page_13_Feature_03_2236_260020.jpg,italian,false
