name,imgSrc,category,isSelected
Publix Tzatziki Dip,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_01_Feature_04_333350_255021.jpg,italian,false
6-Pack Coca-Cola Soft Drink Products,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_01_Feature_06_790619_255121.jpg,italian,false
General Mills Cheerios Cereal,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_General_Mills_Cheerios_Cereal.jpg,italian,false
Folgers Ground Coffee,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Folgers_Ground_Coffee.jpg,italian,false
Meat Mitch BBQ Sauce,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_12_Feature_06_299150_261225.jpg,italian,false
Arnold or Brownberry Bread,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_12_Feature_03_152933_260986.jpg,italian,false
Swanson Broth,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_12_Feature_021_5062_260886.jpg,italian,false
Pompeian Imported Olive Oil,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Pompeian_Imported_Olive_Oil.jpg,italian,false
Knorr Sides,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_12_Feature_022_4829_260936.jpg,italian,false
Newman's Own Dressing,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_12_Feature_012_3712_260786.jpg,italian,false
V8 Beverage or Juice,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_13_Feature_08_12263_262569.jpg,italian,false
Unreal Dark Chocolate,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_13_Feature_03_337628_262125.jpg,italian,false
Emerald Nuts,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_13_Feature_04_19123_262225.jpg,italian,false
Boulder Canyon Potato Chips,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_13_Feature_07_826988_262475.jpg,italian,false
Callaway Blue Spring Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_13_Feature_02_155587_262025.jpg,italian,false
Keebler Fudge Stripes Minis Cookies,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_13_Feature_05_310338_262275.jpg,italian,false
Fage Greek Strained Yogurt,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_14_Feature_05_949721_263619.jpg,italian,false
Deep Indian Kitchen Entres,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Deep_Indian_Kitchen_Entrees.jpg,italian,false
Birds Eye Vegetables,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Birds_Eye_Vegetables.jpg,italian,false
Horizon Organic Lactose Free Milk,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_14_Feature_08_337229_263919.jpg,italian,false
La Colombe Cold Brew Coffee,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_La_Colombe_Cold_Brew_Coffee.jpg,italian,false
Nutpods Dairy-Free Coffee Creamer,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_14_Feature_02_274508_263319.jpg,italian,false
Freschetta Pizza,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_14_Feature_06_786424_263719.jpg,italian,false
Ben & Jerry's Ice Cream,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Ben_Jerrys_Ice_Cream.jpg,italian,false
Slate Ready to Drink Protein Shake,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Slate_Ready_to_Drink_Protein_Shake.jpg,italian,false
Colgate Max Fresh Toothpaste,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_15_Feature_05_111956_264869.jpg,italian,false
Legendary Foods Protein Pastry,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_15_Feature_03_321361_264719.jpg,italian,false
Soft Scrub Cleanser,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_16_Feature_08_89306_265869.jpg,italian,false
Persil Laundry Detergent,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_16_Feature_03_218120_265419.jpg,italian,false
EZ Foil All Purpose Pans,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_17_Feature_05_51369_266519.jpg,italian,false
Stella & Chewy's Meal Mixers for Dogs,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_17_Feature_02_335419_266319.jpg,italian,false
No Nonsense Socks,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_17_Feature_01_129174_266269.jpg,italian,false
Beech-Nut Organic Baby Food,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_17_Feature_07_258038_266619.jpg,italian,false
Pup-Peroni Dog Treats,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Pup_Peroni_Dog_Treats.jpg,italian,false
Blue Buffalo Dog Treats,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Blue_Buffalo_Dog_Treats.jpg,italian,false
Bush's Best Baked Beans,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_10_2839_251609.jpg,italian,false
Powerade Sports Drink,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_12-1_Feature_08_316499_254459.jpg,italian,false
Quaker Chewy Granola Bars,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_11-1_Feature_05_8404_253709.jpg,italian,false
Eckrich Polska Kielbasa,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_03_127105_251259.jpg,italian,false
Wonder Classic Hamburger Buns,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_12_209785_251709.jpg,italian,false
Kraft Mayo Mayonnaise,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_11_3700_251659.jpg,italian,false
Publix Cooked Shrimp,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_01_123791_251109.jpg,italian,false
Jack Link's Beef Jerky,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_11-1_Feature_07_928987_253809.jpg,italian,false
Quaker Instant Oatmeal,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_12-1_Feature_09_8430_254509.jpg,italian,false
Lipton Tea Bags,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_07_9161_251459.jpg,italian,false
Carando Italian Sausage,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_05_278789_251359.jpg,italian,false
Publix Chocolate Chip Cannoli Dip,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_04-1_Feature_01_334124_252109.jpg,italian,false
Cloralen Bleach,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_11-1_Feature_10_332703_254009.jpg,italian,false
6-Pack Coca-Cola Products,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_04_315448_251309.jpg,italian,false
Publix Red Seedless Watermelon Chunks,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_03-1_Feature_01_25573_251909.jpg,italian,false
Deer Park Spring Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_08_824511_251514.jpg,italian,false
Publix Buffalo-Style Chicken Breast Dip,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_12-1_Feature_02_954411_254159.jpg,italian,false
Almond Breeze Almond Milk,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_11-1_Feature_06_429323_253759.jpg,italian,false
Perfect Bar Refrigerated Protein Bar,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_12-1_Feature_10_282978_254559.jpg,italian,false
Nature's Own Brioche Style Hamburger Buns,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_12-1_Feature_07_265437_254409.jpg,italian,false
Mike's Amazing Products,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_06_324250_251409.jpg,italian,false
Oscar Mayer Wieners,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_09_70046_251559.jpg,italian,false
Progresso Soup,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_11-1_Feature_03_4242_253609.jpg,italian,false
Publix Pork Loin Rib Chops,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Flex_Area_01-1_Feature_02_96147_251159.jpg,italian,false
Margaritaville Shrimp Appetizers,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_04_Feature_04_140359_256536.jpg,italian,false
Land O' Frost Premium Lunch Meats,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_05_Feature_06_70236_257586.jpg,italian,false
Hot House Cucumbers,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_a1_Hot_House_Cucumbers.jpg,italian,false
Fresh Express Salad Blends,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_06_Feature_021_25075_258136_PackageShot.jpg,italian,false
Mini San Marzano Tomatoes,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_06_Feature_04_955156_258286.jpg,italian,false
Blueberries,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_07_Feature_05_23957_259036.jpg,italian,false
Anjou Pears,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_07_Feature_04_24761_258936.jpg,italian,false
Florida's Natural Premium Splash Drink,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_07_Feature_07_273497_259186.jpg,italian,false
Stacy's Pita Chips,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_08_Feature_022_968861_UL_259487_PackageShot.jpg,italian,false
Land O Lakes Pre-Sliced Cheese,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260611_Page_08_Feature_012_266135_UL_259337_PackageShot.jpg,italian,false
Queso-Melt Cheese Dip,https://images.publixcdn.com/pct/images/products/120000/123330-600x600-A.jpg,italian,false
Taco Bell Taco Seasoning Mix,https://images.publixcdn.com/pct/images/products/10000/012974-600x600-A.jpg,italian,false
Crunchmaster Crackers,https://images.publixcdn.com/pct/images/products/150000/153752-600x600-A.jpg,italian,false
Mission Tortilla Chips,https://images.publixcdn.com/pct/images/products/340000/340723-600x600-A.jpg,italian,false
Land O Lakes Cheese Sticks,https://images.publixcdn.com/pct/images/products/45000/047786-600x600-A.jpg,italian,false
Taco Bell Sauce,https://images.publixcdn.com/pct/images/products/10000/013047-600x600-A.jpg,italian,false
Doctor D's Organic Sparkling Probiotic Drink,https://images.publixcdn.com/pct/images/products/265000/266694-600x600-A.jpg,italian,false
Suja Organic Juice Drink,https://images.publixcdn.com/pct/images/products/200000/204881-600x600-A.jpg,italian,false
Wise Potato Chips,https://images.publixcdn.com/pct/images/products/395000/399589-600x600-A.jpg,italian,false
Sunny D Citrus Punch,https://images.publixcdn.com/pct/images/products/245000/247711-600x600-A.jpg,italian,false
