name,imgSrc,category,isSelected
GreenWise Boneless Skinless Chicken Breast,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_01_Feature_011_2746_255029.jpg,italian,false
Panera Bread Soup,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_01_Feature_04_254689_255279.jpg,italian,false
Musselman's Apple Sauce,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_12_Feature_07_551_261457.jpg,italian,false
Donut Shop K-Cup Coffee,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_a4_Donut_Shop_K_Cup_Coffee.jpg,italian,false
Sweet Baby Ray's Gourmet Sauces,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_12_Feature_03_6857_261073.jpg,italian,false
General Mills Cheerios Cereal,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_ai_General_Mills_Cheerios_Cereal.jpg,italian,false
Classico Pasta Sauce,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_12_Feature_04_4451_261173.jpg,italian,false
Nature's Own Honey Wheat Bread,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_12_Feature_021_303745_260923.jpg,italian,false
Gvalia Ground Coffee,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_ai_Gevalia_Ground_Coffee.jpg,italian,false
Thomas' Bagels,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_ai_Thomas_Bagels.jpg,italian,false
Pop-Secret Premium Popcorn,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_a4_Pop_Secret_Premium_Popcorn.jpg,italian,false
Russell Stover Sugar Free Candy,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_13_Feature_03_338050_262202.jpg,italian,false
Powerade Sports Drink,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_13_Feature_08_316499_262597.jpg,italian,false
Ruffles Potato Chips,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_ai_Ruffles_Potato_Chips.jpg,italian,false
Nabisco Grahams or Newtons Cookies,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_13_Feature_05_300544_262352.jpg,italian,false
Deer Park Spring Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_13_Feature_06_817451_262452.jpg,italian,false
Emerald Nuts,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_Page_13_Feature_04_19123_262302.jpg,italian,false
Great American Cobbler Company Cobbler,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260319_ai_Great_American_Cobbler_Company_Cobbler.jpg,italian,false
