name,imgSrc,category,isSelected
Edy's Ice Cream,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_01_Feature_06_399325_255122.jpg,italian,false
Mrs. Butterworth's Syrup,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a1_Mrs_Butterworths_Syrup.jpg,italian,false
Sara Lee Honey Wheat Bread,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a1_Sara_Lee_Honey_Wheat_Bread.jpg,italian,false
Juicy Juice 100% Juice,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_12_Feature_07_797155_261906.jpg,italian,false
General Mills Cheerios Cereal,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a2_General_Mills_Cheerios_Cereal.jpg,italian,false
Classico Sauce,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_12_Feature_05_4451_261712.jpg,italian,false
Thomas' English Muffins,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_ai3_Thomas_English_Muffins.jpg,italian,false
Kraft Dressing,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_12_Feature_04_3867_261618.jpg,italian,false
Gvalia Ground Coffee,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a2_Gevalia_Ground_Coffee.jpg,italian,false
Old El Paso Taco Dinner Kit,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a1_Old_El_Paso_Taco_Dinner_Kit.jpg,italian,false
Doritos Tortilla Chips,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a2_Doritos_Tortilla_Chips.jpg,italian,false
Polar Seltzer Water,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_13_Feature_06_266507_262856.jpg,italian,false
Snyder's of Hanover Family Size Pretzels,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_13_Feature_04_809515_262706.jpg,italian,false
Godiva Chocolate Truffles,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_13_Feature_03_332729_262606.jpg,italian,false
Tate's Bake Shop Cookies,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_13_Feature_05_220947_262756.jpg,italian,false
Pepperidge Farm Farmhouse Bread,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_13_Feature_08_285285_263000.jpg,italian,false
Stonyfield Kids Organic Yogurt,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_14_Feature_06_801221_264150.jpg,italian,false
Nestl Coffee Mate Coffee Creamer,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_14_Feature_02_68400_263750.jpg,italian,false
Screamin' Sicilian Pizza Co. Pizza,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a2_Screamin_Sicilian_Pizza_Co_Pizza.jpg,italian,false
Birds Eye Voila! Skillet Meals,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_14_Feature_07_42841_264250.jpg,italian,false
Blue Bunny Mini Swirls Dairy Frozen Dessert,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a2_Blue_Bunny_Mini_Swirls_Dairy_Frozen_Dessert.jpg,italian,false
Oikos Triple Zero Blended Greek Yogurt,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_14_Feature_04_223284_263950.jpg,italian,false
Hagen-Dazs Ice Cream,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_14_Feature_03_303798_263850.jpg,italian,false
Halo Top Ice Cream,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_a2_Halo_Top_Ice_Cream.jpg,italian,false
Nature's Bounty Supplements,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_15_Feature_05_34923_265198.jpg,italian,false
Harry's Men's Products,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_15_Feature_04_282686_265148.jpg,italian,false
Tide or Gain Laundry Detergent,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_16_Feature_07_325106_265948.jpg,italian,false
Glad Flex'N Seal Zipper Bags,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_16_Feature_04_257934_265798.jpg,italian,false
Publix Charcoal Briquets,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_16_Feature_05_317616_265848.jpg,italian,false
Scrubbing Bubbles Toilet Cleaning Gel,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_16_Feature_06_331412_265898.jpg,italian,false
Arm & Hammer Laundry Detergent,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_16_Feature_03_264442_265748.jpg,italian,false
Scripto Multi-Purpose Lighter,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_17_Feature_05_53191_266798.jpg,italian,false
Scoop Away Cat Litter,https://akimages.shoplocal.com/dyn_li/235.0.90.0/Retailers/Publix/260618_Page_17_Feature_04_29822_266698.jpg,italian,false
